Áreas Urbanizadas
 ;Loteamento vazio;Total de áreas urbanizadas;Áreas urbanizadas densas;Áreas urbanizadas pouco densas
São Paulo;222.88;8614.62;7266.82;1347.81

Fonte: "IBGE - Áreas Urbanizadas"
